Name;Group;AnonLevel;HatFehler;Tasks;Events;SequenceFlows;XOR (Split);XOR (Join);AND (Split);AND (Join);task_fitness;task_precision;event_fitness;event_precision;gatewayPositioning_fitness;gatewayPositioning_precision;gatewayContent_fitness;gatewayContent_precision;flow_fitness;flow_precision
spl_Termin_neuberechnen;Meins;Anon2;0;10;2;11;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
Sql_Phase1_2_3;Meins;Anon2;0;3;2;4;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
TraceNummer;Meins;Anon2;0;4;2;5;0;0;0;0;0,2500;0,2500;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
Transaktion;Meins;Anon2;0;2;2;3;0;0;0;0;0,0000;0,0000;1,0000;1,0000;1,0000;1,0000;1,0000;1,0000;0,0000;0,0000
TransportmittelFürFahrtenbuch;Meins;Anon2;0;3;2;7;1;1;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,3333;0,3333;0,0000;0,0000
Verkaufspreisfindung;Meins;Anon2;0;17;2;18;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;1,0000;0,0000;1,0000;0,0000;0,0000
ViewUnitRetrieveType;Meins;Anon2;0;6;2;10;1;1;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,3333;0,2500;0,0000;0,0000
vkpr_import_schnittstelle;Meins;Anon2;0;6;2;10;1;1;0;0;0,2500;0,1667;1,0000;1,0000;0,5000;0,5000;0,5000;0,3333;0,1250;0,1000
Warenbeschaffung;Meins;Anon2;0;7;2;12;1;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,1250;0,1250;0,0000;0,0000
Zugriff_DOT;Meins;Anon2;0;8;2;9;0;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;1,0000;0,0000;1,0000;0,0000;0,0000
Änderungen;Meins;Anon2;0;4;2;8;1;0;0;0;0,0000;0,0000;1,0000;1,0000;0,0000;0,0000;0,2500;0,3333;0,0000;0,0000
